Reference;Name;Category;Short description;Size;Color;Structure;Price/UAH;Price/RUB;Price/USD;URL;Images;
SH-1488C;Шорты "Lola" SH-1488C;Шорты;Длина шорт: 40 см;42,44,46,48;голубой;лен;162;456;8.04;https://niko-opt.com/shorty/1554-shorty-lola-sh-1488c.html;http://niko-opt.com/5566-large_default/shorty-lola-sh-1488c.jpg,http://niko-opt.com/5567-large_default/shorty-lola-sh-1488c.jpg;
SH-1509A;Шорты "Streak" SH-1509A;Шорты;Длина шорт - 40 см;46;полоска электрик;костюмная ткань;196;537;9.52;https://niko-opt.com/shorty/1590-shorty-streak-sh-1509a.html;http://niko-opt.com/5646-large_default/shorty-streak-sh-1509a.jpg,http://niko-opt.com/5647-large_default/shorty-streak-sh-1509a.jpg,http://niko-opt.com/5648-large_default/shorty-streak-sh-1509a.jpg;
SHT-067;Штаны "Kids" SHT-067;Детские штаны;;98-104/3-4года,104-110/4-5лет,110-116/5-6лет,116-122/6-7лет,122-128/7-8лет;тёмно-серый;двунитка;144;413;7.26;https://niko-opt.com/detskie-shtany/622-shtany-kids-sht-067.html;http://niko-opt.com/3113-large_default/shtany-kids-sht-067.jpg,;
SHT-068;Штаны "Kids" SHT-068;Детские штаны;;98-104/3-4года,104-110/4-5лет,110-116/5-6лет,116-122/6-7лет,122-128/7-8лет;светло-серый;двунитка;144;413;7.26;https://niko-opt.com/detskie-shtany/623-shtany-kids-sht-068.html;http://niko-opt.com/3114-large_default/shtany-kids-sht-068.jpg,;
SHV0002;Штаны "LILI" SHV0002;Штаны вязаные;Вязаные штаны красивого мятного цвета "LILI" — то, что нужно в прохладную погоду. Они дарят тепло и уют,  отлично подходят как для дома, занятий спортом или прогулки на природе. Модель выполнена в технике тонкой вязки, пояс завязывается на шнурке. В состав пряжи входят хлопок с акрилом, это позволяет сделать ее более прочной и износостойкой, сохранить тепло тела, не создавая эффекта парника. Уход за штанами прост: достаточно ручной или деликатной машинной стирки без агрессивных моющих средств.Длина по внешнему шву: 100 смДлина штанов по внутреннему шву: 73 см;42-46;мятный;;322;837;15;https://niko-opt.com/shtany-vyazanye/1042-shtany-lili-shv0002.html;http://niko-opt.com/4352-large_default/shtany-lili-shv0002.jpg,http://niko-opt.com/4353-large_default/shtany-lili-shv0002.jpg,http://niko-opt.com/4354-large_default/shtany-lili-shv0002.jpg;
SHV0003;Штаны "LILI" SHV0003;Штаны вязаные;Вам нравится быть стильной и выделяться из толпы? Тогда вязаные штаны "LILI" — именно то, что вам нужно! Они выполнены в технике тонкой вязки и абсолютно не сковывают движения, а благодаря составу пряжи — хлопок с акрилом — отлично сохраняют тепло и дарят ощущение комфорта и уюта. Пояс штанов на шнурке, что позволяет регулировать их талию. Уход за изделием прост: машинная деликатная стирка и обычная сушка, не рекомендуется использовать агрессивные моющие средства.Длина по внешнему шву: 100 смДлина штанов по внутреннему шву: 73 см;42-46;зеленый;;322;837;15;https://niko-opt.com/shtany-vyazanye/1043-shtany-lili-shv0003.html;http://niko-opt.com/4355-large_default/shtany-lili-shv0003.jpg,http://niko-opt.com/4356-large_default/shtany-lili-shv0003.jpg,http://niko-opt.com/4357-large_default/shtany-lili-shv0003.jpg;
SHV0008;Штаны "LILI" SHV0008;Штаны вязаные;Мерзнете в холодную погоду? Нравятся вязаные изделия? Предлагаем вашему вниманию штаны "LILI" модного цвета джинс! Модель выполнена в тонкой технике вязки, но благодаря составу пряжи — хлопок пополам с акрилом — штаны сохраняют тепло тела и пропускают воздух, чтобы не создавать парникового эффекта. Пояс штанов стягивается шнурком, чтобы регулировать ширину талии. Кроме того, такой состав пряжи усилил прочность и износостойкость, на солнце цвет не выгорает, а в машинке не выстирывается. Ухаживать за изделием легко: ручная или машинная стирка, обычная сушка.Длина по внешнему шву: 100 смДлина штанов по внутреннему шву: 73 см;42-46;джинс;;322;837;15;https://niko-opt.com/shtany-vyazanye/1048-shtany-lili-shv0008.html;http://niko-opt.com/4370-large_default/shtany-lili-shv0008.jpg,http://niko-opt.com/4371-large_default/shtany-lili-shv0008.jpg,http://niko-opt.com/4372-large_default/shtany-lili-shv0008.jpg;
SHV0010;Штаны "LILI" SHV0010;Штаны вязаные;Вязаные штаны "LILI" имеют массу преимуществ. Во-первых, они выполнены из вязаного трикотажа, а изделия из него актуальны во все времена, они мягкие и теплые, не создают парникового эффекта, не линяют при стирке, на солнце цвет сохраняется. Во-вторых, их можно носить в разных условиях, надевать дома, на пробежку или в спортивный зал, просто гулять по городу. И главное, уход за ними прост, стирка и обычная сушка, гладить вязаный трикотаж не нужно! На поясе штаны стянуты шнурком для регулировки ширины талии, крой свободный, не будет сковывать движения. Побалуйте себя!Длина по внешнему шву: 100 смДлина штанов по внутреннему шву: 73 см;42-46;марсала;;322;837;15;https://niko-opt.com/shtany-vyazanye/1050-shtany-lili-shv0010.html;http://niko-opt.com/4376-large_default/shtany-lili-shv0010.jpg,http://niko-opt.com/4377-large_default/shtany-lili-shv0010.jpg,http://niko-opt.com/4378-large_default/shtany-lili-shv0010.jpg;
SHV0012;Штаны "LILI" SHV0012;Штаны вязаные;;42-46;ярко-розовый;;322;837;15;https://niko-opt.com/shtany-vyazanye/1070-shtany-lili-shv0012.html;http://niko-opt.com/4435-large_default/shtany-lili-shv0012.jpg,http://niko-opt.com/4436-large_default/shtany-lili-shv0012.jpg;
SHT-1591A;Штаны "Sporting" SHT-1591A;Брюки, Штаны;Длина по боковому шву - 102 смДлина по шаговому шву - 80 смШирина резинки на поясе - 5 см;42,44,46,48;светло-серый;трехнитка, флис;252;670;11.96;https://niko-opt.com/bryuki-shtany/1873-shtany-sporting-sht-1591a.html;http://niko-opt.com/6616-large_default/shtany-sporting-sht-1591a.jpg,http://niko-opt.com/6617-large_default/shtany-sporting-sht-1591a.jpg;
